Time,Velocity,Setpoint
3.85,9.873609542846822,10.0
3.8666666666666667,9.873794555664174,10.0
3.8833333333333333,9.873928070068441,10.0
3.9,9.874005317688068,10.0
3.9166666666666665,9.87402343750006,10.0
3.933333333333333,9.873989105224771,10.0
3.95,9.873908042907921,10.0
3.966666666666667,9.87379169464126,10.0
3.9833333333333334,9.873651504516772,10.0
4.0,9.873501777649132,10.0
4.016666666666667,9.873354911804366,10.0
4.033333333333333,9.873222351074348,10.0
4.05,9.873113632202257,10.0
4.066666666666666,9.87303543090829,10.0
4.083333333333333,9.872989654541241,10.0
4.1,9.872978210449304,10.0
4.116666666666666,9.872998237610041,10.0
4.133333333333334,9.873045921325806,10.0
4.15,9.873114585876559,10.0
4.166666666666667,9.873196601867788,10.0
4.183333333333334,9.873285293579253,10.0
4.2,9.873372077942097,10.0
4.216666666666667,9.873450279235971,10.0
4.233333333333333,9.873514175415215,10.0
4.25,9.873560905456712,10.0
4.266666666666667,9.87358665466325,10.0
4.283333333333333,9.873593330383432,10.0
4.3,9.873580932617338,10.0
4.316666666666666,9.873553276062163,10.0
4.333333333333333,9.873513221740877,10.0
4.35,9.873464584350714,10.0
4.366666666666666,9.87341308593773,10.0
4.383333333333334,9.873362541198908,10.0
4.4,9.873316764831733,10.0
4.416666666666667,9.8732786178591,10.0
4.433333333333334,9.87325096130385,10.0
4.45,9.873235702514878,10.0
4.466666666666667,9.873230934143315,10.0
4.483333333333333,9.87323760986354,10.0
4.5,9.873253822326932,10.0
4.516666666666667,9.873277664184743,10.0
4.533333333333333,9.873306274414292,10.0
4.55,9.873336791992347,10.0
4.566666666666666,9.87336730957051,10.0
4.583333333333333,9.87339496612575,10.0
4.6,9.873416900635029,10.0
4.616666666666666,9.873434066772715,10.0
4.633333333333334,9.873443603515781,10.0
4.65,9.873445510864432,10.0
4.666666666666667,9.87344169616719,10.0
4.683333333333334,9.873432159424041,10.0
4.7,9.873417854309286,10.0
4.716666666666667,9.873399734497267,10.0
4.733333333333333,9.873381614685323,10.0
4.75,9.873364448547637,10.0
4.766666666666667,9.873348236084361,10.0
4.783333333333333,9.873334884643873,10.0
4.8,9.873325347900721,10.0
4.816666666666666,9.873319625854835,10.0
4.833333333333333,9.87331867218053,10.0
4.85,9.87332057952914,10.0
4.866666666666666,9.873327255249334,10.0
4.883333333333334,9.873334884643876,10.0
4.9,9.87334442138704,10.0
4.916666666666667,9.873354911804556,10.0
4.933333333333334,9.873365402222047,10.0
